Any,Categoria_Nivell,Dia,DiaDeLaSetmana,Hora,Id,Latitud,Lloc_interes,Id_Instal,Longitud,Max_Nivell_LAeq_1h,Mes,Min_Nivell_LAeq_1h,Nivell_LAeq_1h
2023,3,3,dilluns,1899-12-30 07:00:00,17296,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,7,43.7,55
2023,3,3,dilluns,1899-12-30 07:00:00,17297,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,7,60.1,66
2023,3,3,dilluns,1899-12-30 08:00:00,8637,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,4,43.7,58
2023,3,3,dilluns,1899-12-30 08:00:00,8640,"41,404484",Sagrada Familia,6756,"2,174691",91.4,4,46.5,58.6
2023,3,3,dilluns,1899-12-30 08:00:00,17298,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,7,60.1,66.9
2023,3,3,dilluns,1899-12-30 08:00:00,17299,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,7,43.7,58.1
2023,3,3,dilluns,1899-12-30 08:00:00,17300,"41,404484",Sagrada Familia,6756,"2,174691",91.4,7,46.5,59.7
2023,3,3,dilluns,1899-12-30 08:00:00,17301,"41,406",Plaça de Joanic,7306,"2,162636",90.8,7,53.1,60.9
2023,3,3,dilluns,1899-12-30 09:00:00,8641,"41,404484",Sagrada Familia,6756,"2,174691",91.4,4,46.5,59.7
2023,3,3,dilluns,1899-12-30 09:00:00,8642,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,4,60.1,66.2
2023,3,3,dilluns,1899-12-30 09:00:00,8643,"41,406",Plaça de Joanic,7306,"2,162636",90.8,4,53.1,63.6
2023,3,3,dilluns,1899-12-30 09:00:00,17302,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,7,43.7,58.3
2023,3,3,dilluns,1899-12-30 09:00:00,17303,"41,406",Plaça de Joanic,7306,"2,162636",90.8,7,53.1,62.9
2023,3,3,dilluns,1899-12-30 09:00:00,17304,"41,404484",Sagrada Familia,6756,"2,174691",91.4,7,46.5,58.8
2023,3,3,dilluns,1899-12-30 09:00:00,17305,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,7,60.1,68
2023,3,3,dilluns,1899-12-30 10:00:00,8645,"41,406",Plaça de Joanic,7306,"2,162636",90.8,4,53.1,64.4
2023,3,3,dilluns,1899-12-30 10:00:00,8646,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,4,60.1,67.3
2023,3,3,dilluns,1899-12-30 10:00:00,17307,"41,406",Plaça de Joanic,7306,"2,162636",90.8,7,53.1,63.5
2023,3,3,dilluns,1899-12-30 11:00:00,8651,"41,406",Plaça de Joanic,7306,"2,162636",90.8,4,53.1,64.4
2023,3,3,dilluns,1899-12-30 11:00:00,17312,"41,406",Plaça de Joanic,7306,"2,162636",90.8,7,53.1,64.2
2023,3,3,dilluns,1899-12-30 16:00:00,17331,"41,406",Plaça de Joanic,7306,"2,162636",90.8,7,53.1,64.4
2023,3,3,dilluns,1899-12-30 18:00:00,8679,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,4,43.7,59.3
2023,3,3,dilluns,1899-12-30 21:00:00,17350,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,7,43.7,59.3
2023,3,3,dilluns,1899-12-30 22:00:00,8693,"41,406",Plaça de Joanic,7306,"2,162636",90.8,4,53.1,64.3
2023,3,3,dilluns,1899-12-30 22:00:00,8695,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,4,43.7,56.2
2023,3,3,dilluns,1899-12-30 22:00:00,17356,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,7,43.7,57.1
2023,3,3,dilluns,1899-12-30 23:00:00,8697,"41,406",Plaça de Joanic,7306,"2,162636",90.8,4,53.1,62.3
2023,3,3,dilluns,1899-12-30 23:00:00,8698,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,4,43.7,55.6
2023,3,3,dilluns,1899-12-30 23:00:00,8699,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,4,60.1,67.7
2023,3,3,dimarts,1899-12-30 00:00:00,193,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,66.6
2023,3,3,dimarts,1899-12-30 00:00:00,195,"41,406",Plaça de Joanic,7306,"2,162636",90.8,1,53.1,62.9
2023,3,3,dimarts,1899-12-30 00:00:00,25993,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,10,60.1,66.1
2023,3,3,dimarts,1899-12-30 00:00:00,25995,"41,406",Plaça de Joanic,7306,"2,162636",90.8,10,53.1,62.5
2023,3,3,dimarts,1899-12-30 01:00:00,199,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,58.9
2023,3,3,dimarts,1899-12-30 01:00:00,200,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,58.9
2023,3,3,dimarts,1899-12-30 01:00:00,25997,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,56
2023,3,3,dimarts,1899-12-30 02:00:00,204,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,55.4
2023,3,3,dimarts,1899-12-30 03:00:00,205,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,66.6
2023,3,3,dimarts,1899-12-30 04:00:00,209,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,54.6
2023,3,3,dimarts,1899-12-30 05:00:00,26012,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,10,60.1,66.2
2023,3,3,dimarts,1899-12-30 06:00:00,217,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,67.8
2023,3,3,dimarts,1899-12-30 06:00:00,219,"41,406",Plaça de Joanic,7306,"2,162636",90.8,1,53.1,60.7
2023,3,3,dimarts,1899-12-30 06:00:00,26016,"41,406",Plaça de Joanic,7306,"2,162636",90.8,10,53.1,60.9
2023,3,3,dimarts,1899-12-30 06:00:00,26018,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,10,60.1,66.7
2023,3,3,dimarts,1899-12-30 07:00:00,222,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,58.6
2023,3,3,dimarts,1899-12-30 07:00:00,223,"41,406",Plaça de Joanic,7306,"2,162636",90.8,1,53.1,63.3
2023,3,3,dimarts,1899-12-30 07:00:00,224,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,59.1
2023,3,3,dimarts,1899-12-30 08:00:00,227,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,59.9
2023,3,3,dimarts,1899-12-30 15:00:00,26055,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,59.3
2023,3,3,dimarts,1899-12-30 16:00:00,26059,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,59.1
2023,3,3,dimarts,1899-12-30 22:00:00,283,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,58.2
2023,3,3,dimarts,1899-12-30 22:00:00,26080,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,58.7
2023,3,3,dimarts,1899-12-30 23:00:00,286,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,59.2
2023,3,3,dimarts,1899-12-30 23:00:00,287,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,67
2023,3,3,dimarts,1899-12-30 23:00:00,26085,"41,406",Plaça de Joanic,7306,"2,162636",90.8,10,53.1,63.3
2023,3,3,dimecres,1899-12-30 00:00:00,11410,"41,406",Plaça de Joanic,7306,"2,162636",90.8,5,53.1,61.7
2023,3,3,dimecres,1899-12-30 00:00:00,11412,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,5,43.7,58.7
2023,3,3,dimecres,1899-12-30 01:00:00,11415,"41,404484",Sagrada Familia,6756,"2,174691",91.4,5,46.5,57
2023,3,3,dimecres,1899-12-30 06:00:00,11434,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,5,60.1,67.4
2023,3,3,dimecres,1899-12-30 06:00:00,11435,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,5,43.7,55
2023,3,3,dimecres,1899-12-30 06:00:00,11436,"41,406",Plaça de Joanic,7306,"2,162636",90.8,5,53.1,61.4
2023,3,3,dimecres,1899-12-30 06:00:00,11437,"41,404484",Sagrada Familia,6756,"2,174691",91.4,5,46.5,56.8
2023,3,3,dimecres,1899-12-30 15:00:00,11471,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,5,43.7,58.9
2023,3,3,dimecres,1899-12-30 22:00:00,11500,"41,406",Plaça de Joanic,7306,"2,162636",90.8,5,53.1,64.2
2023,3,3,dimecres,1899-12-30 22:00:00,11501,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,5,43.7,57.2
2023,3,3,dimecres,1899-12-30 23:00:00,11502,"41,406",Plaça de Joanic,7306,"2,162636",90.8,5,53.1,61.9
2023,3,3,dimecres,1899-12-30 23:00:00,11503,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,5,43.7,55.2
2023,3,3,dimecres,1899-12-30 23:00:00,11504,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,5,60.1,68.1
2023,3,3,dimecres,1899-12-30 23:00:00,11505,"41,404484",Sagrada Familia,6756,"2,174691",91.4,5,46.5,58.7
2023,3,3,dissabte,1899-12-30 02:00:00,14394,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,61.2
2023,3,3,dissabte,1899-12-30 02:00:00,14396,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,58.3
2023,3,3,dissabte,1899-12-30 02:00:00,14397,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,67.9
2023,3,3,dissabte,1899-12-30 03:00:00,14401,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,63.6
2023,3,3,dissabte,1899-12-30 04:00:00,14404,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,63
2023,3,3,dissabte,1899-12-30 04:00:00,14405,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,67
2023,3,3,dissabte,1899-12-30 05:00:00,14408,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,66.3
2023,3,3,dissabte,1899-12-30 06:00:00,14410,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,54.4
2023,3,3,dissabte,1899-12-30 06:00:00,14411,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,68
2023,3,3,dissabte,1899-12-30 06:00:00,14412,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,61
2023,3,3,dissabte,1899-12-30 06:00:00,14413,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,57.9
2023,3,3,dissabte,1899-12-30 07:00:00,14415,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,63.8
2023,3,3,dissabte,1899-12-30 22:00:00,14477,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,64
2023,3,3,dissabte,1899-12-30 23:00:00,14479,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,63.9
2023,3,3,diumenge,1899-12-30 00:00:00,23137,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,57.9
2023,3,3,diumenge,1899-12-30 00:00:00,31365,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,58.9
2023,3,3,diumenge,1899-12-30 01:00:00,23140,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,68.2
2023,3,3,diumenge,1899-12-30 01:00:00,23141,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,59.6
2023,3,3,diumenge,1899-12-30 01:00:00,23142,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,58.3
2023,3,3,diumenge,1899-12-30 01:00:00,23143,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,63.4
2023,3,3,diumenge,1899-12-30 01:00:00,31367,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,58.2
2023,3,3,diumenge,1899-12-30 01:00:00,31368,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,66.6
2023,3,3,diumenge,1899-12-30 01:00:00,31369,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,63.6
2023,3,3,diumenge,1899-12-30 02:00:00,23144,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,64.3
2023,3,3,diumenge,1899-12-30 02:00:00,23145,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,66.5
2023,3,3,diumenge,1899-12-30 02:00:00,23146,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,55.3
2023,3,3,diumenge,1899-12-30 02:00:00,23147,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,59
2023,3,3,diumenge,1899-12-30 02:00:00,31371,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,65.8
2023,3,3,diumenge,1899-12-30 02:00:00,31372,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,62.4
2023,3,3,diumenge,1899-12-30 02:00:00,31373,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,57.5
2023,3,3,diumenge,1899-12-30 03:00:00,23150,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,55.7
2023,3,3,diumenge,1899-12-30 03:00:00,23151,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,62.3
2023,3,3,diumenge,1899-12-30 03:00:00,31374,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,66.1
2023,3,3,diumenge,1899-12-30 03:00:00,31375,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,62.3
2023,3,3,diumenge,1899-12-30 03:00:00,31377,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,57.7
2023,3,3,diumenge,1899-12-30 04:00:00,23152,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,58.5
2023,3,3,diumenge,1899-12-30 04:00:00,23155,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,62
2023,3,3,diumenge,1899-12-30 05:00:00,23156,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,57.9
2023,3,3,diumenge,1899-12-30 05:00:00,23158,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,61
2023,3,3,diumenge,1899-12-30 05:00:00,31383,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,61.6
2023,3,3,diumenge,1899-12-30 06:00:00,31387,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,61.2
2023,3,3,diumenge,1899-12-30 07:00:00,23165,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,67.9
2023,3,3,diumenge,1899-12-30 07:00:00,23166,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,56
2023,3,3,diumenge,1899-12-30 07:00:00,23167,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,55.9
2023,3,3,diumenge,1899-12-30 07:00:00,31390,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,66.7
2023,3,3,diumenge,1899-12-30 07:00:00,31391,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,56.4
2023,3,3,diumenge,1899-12-30 07:00:00,31393,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,58.1
2023,3,3,diumenge,1899-12-30 08:00:00,23171,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,61.3
2023,3,3,diumenge,1899-12-30 08:00:00,31394,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,61.7
2023,3,3,diumenge,1899-12-30 08:00:00,31395,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,58.5
2023,3,3,diumenge,1899-12-30 08:00:00,31397,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,58.1
2023,3,3,diumenge,1899-12-30 09:00:00,23173,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,58.4
2023,3,3,diumenge,1899-12-30 09:00:00,23174,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,59.3
2023,3,3,diumenge,1899-12-30 09:00:00,31400,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,59.7
2023,3,3,diumenge,1899-12-30 10:00:00,23179,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,64.2
2023,3,3,diumenge,1899-12-30 15:00:00,23197,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,59.1
2023,3,3,diumenge,1899-12-30 23:00:00,23228,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,64.1
2023,3,3,diumenge,1899-12-30 23:00:00,31454,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,55.9
2023,3,3,divendres,1899-12-30 00:00:00,3161,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,2,60.1,65.9
2023,3,3,divendres,1899-12-30 00:00:00,5845,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,3,43.7,54.2
2023,3,3,divendres,1899-12-30 00:00:00,5846,"41,406",Plaça de Joanic,7306,"2,162636",90.8,3,53.1,63.9
2023,3,3,divendres,1899-12-30 00:00:00,5847,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,3,60.1,65.8
2023,3,3,divendres,1899-12-30 00:00:00,28967,"41,404484",Sagrada Familia,6756,"2,174691",91.4,11,46.5,59.5
2023,3,3,divendres,1899-12-30 00:00:00,28968,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,11,60.1,66.1
2023,3,3,divendres,1899-12-30 00:00:00,28969,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,11,43.7,56.4
2023,3,3,divendres,1899-12-30 01:00:00,3165,"41,406",Plaça de Joanic,7306,"2,162636",90.8,2,53.1,63.5
2023,3,3,divendres,1899-12-30 01:00:00,3166,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,2,43.7,57
2023,3,3,divendres,1899-12-30 01:00:00,5849,"41,404484",Sagrada Familia,6756,"2,174691",91.4,3,46.5,57.6
2023,3,3,divendres,1899-12-30 01:00:00,5850,"41,406",Plaça de Joanic,7306,"2,162636",90.8,3,53.1,61.8
2023,3,3,divendres,1899-12-30 01:00:00,5852,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,3,43.7,56.1
2023,3,3,divendres,1899-12-30 01:00:00,28972,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,11,43.7,57.8
2023,3,3,divendres,1899-12-30 01:00:00,28973,"41,404484",Sagrada Familia,6756,"2,174691",91.4,11,46.5,56.9
2023,3,3,divendres,1899-12-30 01:00:00,28974,"41,406",Plaça de Joanic,7306,"2,162636",90.8,11,53.1,61.8
2023,3,3,divendres,1899-12-30 02:00:00,3169,"41,406",Plaça de Joanic,7306,"2,162636",90.8,2,53.1,60.8
2023,3,3,divendres,1899-12-30 02:00:00,3172,"41,404484",Sagrada Familia,6756,"2,174691",91.4,2,46.5,55.5
2023,3,3,divendres,1899-12-30 02:00:00,5853,"41,406",Plaça de Joanic,7306,"2,162636",90.8,3,53.1,62.7
2023,3,3,divendres,1899-12-30 03:00:00,28979,"41,406",Plaça de Joanic,7306,"2,162636",90.8,11,53.1,61.6
2023,3,3,divendres,1899-12-30 03:00:00,28982,"41,404484",Sagrada Familia,6756,"2,174691",91.4,11,46.5,59.2
2023,3,3,divendres,1899-12-30 05:00:00,5867,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,3,60.1,66.4
2023,3,3,divendres,1899-12-30 06:00:00,3186,"41,404484",Sagrada Familia,6756,"2,174691",91.4,2,46.5,57.2
2023,3,3,divendres,1899-12-30 06:00:00,3187,"41,406",Plaça de Joanic,7306,"2,162636",90.8,2,53.1,61.2
2023,3,3,divendres,1899-12-30 06:00:00,5869,"41,406",Plaça de Joanic,7306,"2,162636",90.8,3,53.1,61.6
2023,3,3,divendres,1899-12-30 06:00:00,5871,"41,404484",Sagrada Familia,6756,"2,174691",91.4,3,46.5,56
2023,3,3,divendres,1899-12-30 06:00:00,5872,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,3,60.1,66.7
2023,3,3,divendres,1899-12-30 06:00:00,28991,"41,404484",Sagrada Familia,6756,"2,174691",91.4,11,46.5,55.6
2023,3,3,divendres,1899-12-30 06:00:00,28993,"41,406",Plaça de Joanic,7306,"2,162636",90.8,11,53.1,61
2023,3,3,divendres,1899-12-30 06:00:00,28994,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,11,60.1,66
2023,3,3,divendres,1899-12-30 07:00:00,3189,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,2,43.7,58.5
2023,3,3,divendres,1899-12-30 07:00:00,3192,"41,404484",Sagrada Familia,6756,"2,174691",91.4,2,46.5,58.4
2023,3,3,divendres,1899-12-30 07:00:00,5873,"41,404484",Sagrada Familia,6756,"2,174691",91.4,3,46.5,58.8
2023,3,3,divendres,1899-12-30 07:00:00,5874,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,3,43.7,58.6
2023,3,3,divendres,1899-12-30 15:00:00,3223,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,2,43.7,57.3
2023,3,3,divendres,1899-12-30 15:00:00,5908,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,3,43.7,58.1
2023,3,3,divendres,1899-12-30 21:00:00,29051,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,11,43.7,58.8
2023,3,3,divendres,1899-12-30 22:00:00,5934,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,3,60.1,68.2
2023,3,3,divendres,1899-12-30 22:00:00,5935,"41,406",Plaça de Joanic,7306,"2,162636",90.8,3,53.1,64.1
2023,3,3,divendres,1899-12-30 22:00:00,5936,"41,404484",Sagrada Familia,6756,"2,174691",91.4,3,46.5,59.8
2023,3,3,divendres,1899-12-30 22:00:00,29056,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,11,43.7,57.7
2023,3,3,divendres,1899-12-30 23:00:00,3253,"41,404484",Sagrada Familia,6756,"2,174691",91.4,2,46.5,59.7
2023,3,3,divendres,1899-12-30 23:00:00,3254,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,2,60.1,68.3
2023,3,3,divendres,1899-12-30 23:00:00,3256,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,2,43.7,57.4
2023,3,3,divendres,1899-12-30 23:00:00,5938,"41,406",Plaça de Joanic,7306,"2,162636",90.8,3,53.1,64.3
2023,3,3,divendres,1899-12-30 23:00:00,5940,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,3,43.7,55.9
2023,3,3,divendres,1899-12-30 23:00:00,29059,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,11,43.7,57.2
2023,3,3,divendres,1899-12-30 23:00:00,29060,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,11,60.1,67.1
2023,3,4,dijous,1899-12-30 00:00:00,11506,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,5,60.1,66
2023,3,4,dijous,1899-12-30 00:00:00,11507,"41,406",Plaça de Joanic,7306,"2,162636",90.8,5,53.1,62.8
2023,3,4,dijous,1899-12-30 00:00:00,11508,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,5,43.7,54.7
2023,3,4,dijous,1899-12-30 01:00:00,11512,"41,404484",Sagrada Familia,6756,"2,174691",91.4,5,46.5,58.2
2023,3,4,dijous,1899-12-30 02:00:00,11515,"41,404484",Sagrada Familia,6756,"2,174691",91.4,5,46.5,55.8
2023,3,4,dijous,1899-12-30 03:00:00,11520,"41,406",Plaça de Joanic,7306,"2,162636",90.8,5,53.1,61.5
2023,3,4,dijous,1899-12-30 03:00:00,11521,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,5,43.7,55.6
2023,3,4,dijous,1899-12-30 06:00:00,11530,"41,404484",Sagrada Familia,6756,"2,174691",91.4,5,46.5,55.9
2023,3,4,dijous,1899-12-30 06:00:00,11532,"41,406",Plaça de Joanic,7306,"2,162636",90.8,5,53.1,60.8
2023,3,4,dijous,1899-12-30 06:00:00,11533,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,5,60.1,68.1
2023,3,4,dijous,1899-12-30 22:00:00,11594,"41,406",Plaça de Joanic,7306,"2,162636",90.8,5,53.1,64.4
2023,3,4,dijous,1899-12-30 22:00:00,11595,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,5,43.7,58.7
2023,3,4,dilluns,1899-12-30 00:00:00,23232,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,58.5
2023,3,4,dilluns,1899-12-30 00:00:00,23233,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,66.5
2023,3,4,dilluns,1899-12-30 00:00:00,23234,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,55.4
2023,3,4,dilluns,1899-12-30 00:00:00,23235,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,64.2
2023,3,4,dilluns,1899-12-30 00:00:00,31458,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,62.9
2023,3,4,dilluns,1899-12-30 00:00:00,31460,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,65.7
2023,3,4,dilluns,1899-12-30 00:00:00,31461,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,56.3
2023,3,4,dilluns,1899-12-30 01:00:00,23236,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,61.6
2023,3,4,dilluns,1899-12-30 01:00:00,23237,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,56.7
2023,3,4,dilluns,1899-12-30 01:00:00,23238,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,56.2
2023,3,4,dilluns,1899-12-30 01:00:00,31463,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,66.1
2023,3,4,dilluns,1899-12-30 02:00:00,31466,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,56
2023,3,4,dilluns,1899-12-30 02:00:00,31469,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,67.3
2023,3,4,dilluns,1899-12-30 03:00:00,23244,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,63.1
2023,3,4,dilluns,1899-12-30 03:00:00,31472,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,68.1
2023,3,4,dilluns,1899-12-30 04:00:00,31474,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,67.7
2023,3,4,dilluns,1899-12-30 06:00:00,23256,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,65.7
2023,3,4,dilluns,1899-12-30 06:00:00,23258,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,62
2023,3,4,dilluns,1899-12-30 06:00:00,31483,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,61.6
2023,3,4,dilluns,1899-12-30 06:00:00,31484,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,66.8
2023,3,4,dilluns,1899-12-30 07:00:00,23260,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,65.8
